-0.142857143,0,1,0,0,0
-0.028571429,0.154,0.692,0.154,0,0
-0.03030303,0.179,0.756,0.064,-0.6249,1
-0.027777778,0.16,0.609,0.231,0.4199,0
-0.022222222,0.183,0.733,0.084,-0.7096,0
-0.666666667,0.661,0.339,0,-0.5984,1
-0.142857143,0.316,0.351,0.333,0.0516,0
-0.038461538,0.149,0.615,0.236,0.4019,0
-0.055555556,0.223,0.777,0,-0.6808,0
-0.007462687,0.108,0.802,0.09,-0.6801,0
-0.045454545,0.124,0.574,0.301,0.559,1
-0.333333333,0.655,0.345,0,-0.5848,1
-0.032258065,0,0.922,0.078,0.2363,1
-0.025641026,0.103,0.692,0.205,0.7096,0
-0.055555556,0.308,0.442,0.249,-0.1184,1
-0.027027027,0.149,0.791,0.06,-0.5719,1
-0.166666667,0.474,0.526,0,-0.5574,0
-0.038461538,0,0.733,0.267,0.743,0
-0.2,0.393,0.337,0.27,-0.2732,1
-0.5,1,0,0,-0.7906,1
-0.038461538,0.259,0.656,0.084,-0.6801,1
-0.142857143,0,0.373,0.627,0.8555,0
-0.058823529,0,0.844,0.156,0.34,0
-0.111111111,0.397,0.603,0,-0.6808,0
-0.019607843,0.143,0.661,0.196,0.5248,1
-0.2,0.571,0.429,0,-0.6115,1
-0.04,0.168,0.553,0.279,0.6411,1
-0.016949153,0.119,0.805,0.076,-0.5859,0
-0.043478261,0.201,0.566,0.233,0,0
-0.5,0.778,0.222,0,-0.5423,1
-0.064516129,0.427,0.573,0,-0.9526,1
-0.333333333,0,0.488,0.512,0.6369,1
-0.142857143,0.405,0.595,0,-0.6229,1
-0.037037037,0.126,0.721,0.153,-0.066,0
-0.066666667,0.246,0.674,0.08,-0.6369,1
-0.142857143,0,1,0,0,0
-0.016949153,0.099,0.827,0.074,-0.1027,0
-0.133333333,0.2,0.8,0,-0.5434,1
-0.142857143,0.556,0.444,0,-0.7396,1
-0.125,0.425,0.575,0,-0.5719,0
-0.008230453,0,0.966,0.034,0.7096,0
-0.028571429,0.051,0.697,0.253,0.7807,0
-0.052631579,0,0.738,0.262,0.7227,0
-0.054054054,0.107,0.893,0,-0.5023,0
-0.111111111,0.292,0.5,0.208,-0.25,1
-0.090909091,0.466,0.534,0,-0.7269,1
-0.0625,0.09,0.654,0.256,0.5834,0
-0.047619048,0.192,0.488,0.32,0.4503,1
-0.029411765,0.124,0.767,0.108,0.1027,1
-0.111111111,0,0.541,0.459,0.5,0
-0.028571429,0.263,0.671,0.066,-0.9517,0
-0.015625,0.115,0.715,0.17,0.5373,0
-0.125,0.217,0.783,0,-0.0276,0
-0.058823529,0.194,0.591,0.215,-0.1531,0
-0.037735849,0.18,0.564,0.256,0.3769,0
-0.019230769,0.089,0.911,0,-0.5719,0
-0.076923077,0.216,0.784,0,-0.5106,0
-0.006578947,0.101,0.715,0.183,0.9337,0
-0.045454545,0.204,0.796,0,-0.4767,0
-0.017391304,0.038,0.868,0.095,0.6174,0
-0.012048193,0.139,0.696,0.165,0.34,0
-0.333333333,0.623,0.377,0,-0.5106,1
-0.142857143,0.509,0.268,0.223,-0.4939,0
-0.1,0.373,0.386,0.241,-0.2621,0
-0.019047619,0.086,0.664,0.249,0.973,0
-0.013513514,0.026,0.871,0.102,0.5106,0
-0.027027027,0.123,0.72,0.157,-0.4698,0
-0.009259259,0.05,0.867,0.083,0.6969,0
-0.01369863,0.025,0.975,0,-0.1877,1
-0.0625,0.289,0.457,0.254,-0.1779,1
-0.111111111,0.292,0.5,0.208,-0.25,1
-0.111111111,0.333,0.667,0,-0.5423,1
-0.026315789,0.113,0.798,0.089,-0.2332,1
-0.058823529,0.461,0.539,0,-0.8555,1
-0.111111111,0,1,0,0,0
-0.018518519,0,0.901,0.099,0.631,0
-0.022222222,0.049,0.77,0.181,0.8098,1
-0.015384615,0,0.897,0.103,0.6486,0
-0.012048193,0.021,0.802,0.177,0.8726,0
-0.066666667,0.43,0.57,0,-0.7214,0
-0.045454545,0,1,0,0,0
-1,1,0,0,-0.5859,1
-0.015873016,0.053,0.767,0.18,0.8032,1
-0.333333333,0,0.313,0.687,0.659,0
-0.04,0.094,0.809,0.098,0.0258,0
-0.111111111,0.333,0.667,0,-0.5423,1
-0.5,0.767,0.233,0,-0.5106,1
-0.071428571,0.247,0.753,0,-0.5574,1
-0.071428571,0.187,0.466,0.347,0.4767,0
-0.125,0.381,0.053,0.566,0.5423,1
-0.018518519,0.125,0.875,0,-0.6908,0
-0.012345679,0.105,0.85,0.045,-0.4497,0
-0.25,0.538,0.462,0,-0.5423,1
-0.037037037,0.242,0.685,0.073,-0.6369,0
-0.142857143,0.541,0.459,0,-0.7096,1
-0.071428571,0.213,0.509,0.278,0.1027,1
-0.333333333,0.555,0.445,0,-0.3595,1
-0.142857143,0.389,0.481,0.13,-0.7506,1
-0.142857143,0.368,0.632,0,-0.5423,1
-0.05,0.207,0.606,0.187,-0.1007,1
-0.2,0,1,0,0,1
-0.5,0.783,0.217,0,-0.5574,1
-0.125,0,0.483,0.517,0.6533,1
-0.058823529,0,0.769,0.231,0.5106,0
-0.142857143,0.392,0.608,0,-0.5945,1
-0.1,0.356,0.524,0.12,-0.631,1
-0.125,0.549,0.282,0.169,-0.75,1
-0.166666667,0,1,0,0,1
-0.25,0.35,0.184,0.466,0.3111,0
-0.142857143,0.336,0.146,0.518,0.3612,0
-0.034482759,0.168,0.61,0.222,0.4503,0
-0.083333333,0.258,0.58,0.162,-0.3923,1
-0.0125,0,0.835,0.165,0.9153,0
-0.012987013,0.016,0.812,0.171,0.9241,0
-0.125,0.569,0.24,0.192,-0.743,1
-0.045454545,0.209,0.614,0.177,-0.2263,1
-0.016949153,0.138,0.733,0.129,-0.391,0
-0.035714286,0,0.75,0.25,0.7901,1
-0.047619048,0,0.875,0.125,0.4588,1
-0.166666667,0,0.625,0.375,0.4588,1
-0.052631579,0.175,0.75,0.075,-0.4588,1
-0.125,0.397,0.603,0,-0.6808,1
-0.066666667,0,0.574,0.426,0.8356,0
-0.022727273,0.071,0.684,0.246,0.9095,0
-0.017857143,0.117,0.761,0.122,-0.1779,1
-0.064516129,0.195,0.659,0.146,-0.4215,1
-0.015873016,0.039,0.908,0.053,-0.0405,0
-0.035714286,0.117,0.705,0.178,0.2023,1
-0.017241379,0.234,0.721,0.046,-0.8877,1
-0.023255814,0.111,0.646,0.243,0.7754,0
-0.038461538,0.102,0.768,0.13,-0.0644,1
-0.015384615,0.035,0.855,0.11,0.5927,1
-0.037037037,0.151,0.604,0.245,0.202,1
-0.025,0.245,0.651,0.103,-0.7609,1
-0.026315789,0.139,0.671,0.19,0.4967,0
-0.058823529,0.276,0.665,0.059,-0.643,1
-0.011764706,0.147,0.766,0.087,-0.6249,1
-0.02173913,0.139,0.439,0.421,0.9464,0
-0.066666667,0.1,0.774,0.126,0.2228,0
-0.166666667,0.551,0.449,0,-0.5994,1
-0.125,0.619,0.381,0,-0.7574,1
-0.076923077,0.293,0.488,0.22,-0.0516,1
-0.083333333,0.238,0.596,0.166,-0.2732,1
-0.02173913,0.142,0.654,0.204,0.4691,0
-0.037037037,0.257,0.659,0.084,-0.6997,1
-0.04,0.135,0.789,0.075,-0.3818,0
-0.035714286,0.144,0.728,0.129,-0.3476,1
-0.029411765,0.099,0.767,0.134,0.0516,1
-0.5,1,0,0,-0.7003,1
-0.045454545,0.244,0.756,0,-0.7003,1
-0.1,0.356,0.438,0.206,-0.34,1
-0.125,0.318,0.482,0.2,-0.5352,1
-0.125,0.375,0.391,0.234,-0.2023,0
-0.083333333,0.292,0.708,0,-0.5106,1
-0.058823529,0.158,0.707,0.136,-0.1027,0
-0.045454545,0.165,0.835,0,-0.6322,1
-0.111111111,0.271,0.729,0,-0.3818,1
-0.083333333,0,1,0,0,1
-0.03030303,0,0.693,0.307,0.8774,0
-0.043478261,0.253,0.663,0.085,-0.6774,1
-0.03030303,0.075,0.838,0.087,0.1027,0
-0.083333333,0.247,0.753,0,-0.5574,1
-0.03125,0.273,0.502,0.224,-0.5207,1
-0.083333333,0.295,0.705,0,-0.6808,1
-0.035714286,0,1,0,0,1
-0.333333333,0,0.373,0.627,0.5204,1
-0.333333333,0.636,0.364,0,-0.5423,1
-0.033333333,0.155,0.783,0.062,-0.6553,1
-0.2,0.545,0.455,0,-0.5574,1
-0.055555556,0.231,0.769,0,-0.5574,1
-0.090909091,0.37,0.63,0,-0.6458,0
-0.052631579,0.171,0.829,0,-0.5423,1
-0.142857143,0.375,0.625,0,-0.5574,1
-0.055555556,0.476,0.524,0,-0.9136,1
-0.076923077,0,0.813,0.187,0.3182,0
-0.023809524,0,0.868,0.132,0.5848,0
-0.166666667,0.419,0.581,0,-0.5574,1
-0.166666667,0,0.667,0.333,0.3612,0
-0.027777778,0.038,0.732,0.23,0.7964,1
-0.125,0.248,0.345,0.407,0.3182,1
-0.2,0.487,0.513,0,-0.5859,1
-0.055555556,0.209,0.455,0.336,0.2023,0
-0.125,0.333,0.476,0.19,-0.3612,1
-0.166666667,0.052,0.861,0.086,0.2263,0
-0.023809524,0.186,0.685,0.13,-0.3182,0
-0.058823529,0,0.827,0.173,0.3182,0
-0.166666667,0.402,0.598,0,-0.4005,1
-0.035714286,0.042,0.742,0.217,0.9069,0
-0.035714286,0.081,0.811,0.108,0.2008,1
-0.166666667,0.545,0.455,0,-0.5574,1
-0.01754386,0.053,0.708,0.239,0.8897,0
-0.013333333,0.059,0.908,0.033,-0.4329,1
-0.01754386,0.063,0.74,0.197,0.8536,1
-0.2,0,1,0,0,1
-0.013333333,0.11,0.866,0.024,-0.7533,1
-0.014925373,0.193,0.767,0.04,-0.8542,1
-0.05,0.201,0.742,0.057,-0.6486,1
-0.1,0.31,0.69,0,-0.5574,1
-0.076923077,0,1,0,0,1
-0.125,0.227,0.773,0,-0.1926,1
-0.142857143,0.262,0.503,0.235,-0.069,0
-0.111111111,0,1,0,0,1
-0.333333333,0,1,0,0,1
-0.25,0,0.577,0.423,0.296,1
-0.1,0,0.645,0.355,0.5106,1
-1,1,0,0,-0.5859,1
-0.5,0,1,0,0,1
-0.5,0.813,0.187,0,-0.6531,1
-0.142857143,0,1,0,0,1
-0.333333333,0.565,0.435,0,-0.3818,1
-0.25,0,1,0,0,0
-0.2,0.487,0.513,0,-0.5859,0
-0.125,0.219,0.781,0,-0.1027,0
-0.333333333,0,1,0,0,0
-0.333333333,0,0.139,0.861,0.7345,0
-0.071428571,0.383,0.492,0.126,-0.6908,1
-0.2,0.667,0.333,0,-0.4588,0
-0.011627907,0.171,0.797,0.033,-0.9231,1
-0.011627907,0.171,0.797,0.033,-0.9231,0
-0.125,0,1,0,0,1
-0.5,0,1,0,0,1
-0.024390244,0,0.957,0.043,0.1779,1
-0.117647059,0.227,0.773,0,-0.6916,1
-0.333333333,0.592,0.408,0,-0.4404,1
-0.090909091,0.275,0.725,0,-0.5859,1
-0.2,0.488,0.512,0,-0.6966,0
-0.090909091,0.264,0.581,0.155,-0.4003,0
-0.142857143,0,0.588,0.412,0.6369,0
-0.333333333,0.565,0.435,0,-0.3818,0
-0.166666667,0,1,0,0,1
-0.021276596,0.188,0.812,0,-0.8656,0
-0.333333333,0,1,0,0,1
-0.045454545,0,0.82,0.18,0.5574,1
-0.333333333,0.565,0.435,0,-0.3818,1
-0.111111111,0,0.734,0.266,0.4404,0
-0.25,0,0.588,0.412,0.2732,0
-0.285714286,0,0.588,0.412,0.6369,1
-0.166666667,0.432,0.568,0,-0.5859,1
-0.142857143,0.422,0.578,0,-0.658,0
-0.142857143,0.344,0.656,0,-0.2732,1
-0.5,0,1,0,0,1
-0.043478261,0.378,0.408,0.215,-0.7906,0
-0.2,0,1,0,0,1
-0.25,0.559,0.441,0,-0.5859,0
-0.333333333,0,1,0,0,1
-1,0,1,0,0,1
-0.016393443,0.114,0.748,0.138,0.125,1
-0.037037037,0.338,0.529,0.134,-0.8659,1
-0.142857143,0.352,0.648,0,-0.5859,1
-0.2,0.559,0.441,0,-0.5859,1
-0.066666667,0.353,0.647,0,-0.7954,1
-0.019607843,0.241,0.673,0.087,-0.8236,1
-0.125,0.28,0.72,0,-0.3252,0
-0.1,0.145,0.521,0.334,0.4912,0
-0.2,0,1,0,0,0
-0.0625,0.309,0.56,0.131,-0.5892,0
-1,1,0,0,-0.5859,0
-0.083333333,0.481,0.374,0.144,-0.743,0
-1,1,0,0,-0.3818,0
-1,1,0,0,-0.5859,0
-0.25,0.559,0.441,0,-0.5859,0
-0.071428571,0.224,0.642,0.134,-0.3682,1
-0.125,0.381,0.619,0,-0.5719,1
-0.016666667,0.236,0.568,0.196,-0.127,1
-0.090909091,0.338,0.662,0,-0.6808,1
-0.2,0,1,0,0,1
-0.027777778,0.151,0.849,0,-0.6705,1
-0.052631579,0.373,0.522,0.104,-0.7717,0
-0.166666667,0.397,0.345,0.259,-0.3818,1
-0.333333333,0.701,0.299,0,-0.6908,1
-0.333333333,0,1,0,0,1
-0.5,0,1,0,0,1
-0.5,0,1,0,0,1
-0.125,0,1,0,0,1
-0.2,0.464,0.536,0,-0.3818,1
-0.333333333,0,1,0,0,1
-0.125,0.472,0.528,0,-0.7405,1
-0.333333333,0.412,0.588,0,-0.1027,1
-0.1,0.245,0.516,0.239,-0.0258,1
-0.076923077,0,0.827,0.173,0.3182,1
-0.5,0,1,0,0,1
-0.125,0,1,0,0,1
-0.333333333,0,1,0,0,1
-0.166666667,0.194,0.806,0,-0.0516,1
-0.333333333,0,1,0,0,1
-0.333333333,0,1,0,0,1
-0.0625,0.407,0.503,0.09,-0.743,1
-0.166666667,0,1,0,0,0
-0.1,0.245,0.755,0,-0.3818,0
-0.052631579,0.32,0.68,0,-0.8402,1
-0.25,0,1,0,0,1
-0.5,0,1,0,0,0
-0.333333333,1,0,0,-0.5859,1
-0.333333333,0,1,0,0,1
-0.2,0.487,0.513,0,-0.5859,1
-0.5,0,1,0,0,0
-0.2,0.506,0.494,0,-0.6239,1
-0.5,0,1,0,0,0
-0.5,0,1,0,0,0
-0.5,0,1,0,0,0
-0.166666667,0,1,0,0,0
-0.111111111,0.245,0.755,0,-0.3818,1
-0.014925373,0.124,0.693,0.183,0.5842,1
-0.071428571,0.311,0.689,0,-0.7149,1
-0.5,0.825,0.175,0,-0.6908,1
-1,1,0,0,-0.5859,0
-0.125,0.381,0.619,0,-0.5719,1
-0.043478261,0.114,0.706,0.18,0.1779,1
-0.041666667,0.257,0.743,0,-0.7845,1
-0.052631579,0.235,0.556,0.209,-0.1531,1
